cpg_id,beta_value
cg16729555,0.82
cg16729631,0.75
cg16729690,0.08
cg16729714,0.05
cg16729794,0.93
cg16729850,0.85
cg16729899,0.96
cg16730172,0.94
cg16730266,0.06
cg16730369,0.1
cg16730386,0.48
cg16730484,0.9
cg16730509,0.93
cg16730559,0.15
cg16730716,0.88
cg16730765,0.97
cg16730798,0.08
cg16730824,0.94
cg16730908,0.5
cg16731016,0.92
cg16731083,0.55
cg16731153,0.92
cg16731157,0.07
cg16731240,0.34
cg16731452,0.93
cg16731488,0.14
cg16731692,0.9
cg16731811,0.18
cg16731958,0.05
cg16732341,0.92
cg16732367,0.92
cg16732415,0.95
cg16732616,0.01
cg16732648,0.14
cg16732769,0.87
cg16732787,0.43
cg16732880,0.01
cg16732901,0.19
cg16732970,0.01
cg16733117,0.85
cg16733136,0.7
cg16733203,0.59
cg16733267,0.79
cg16733298,0.96
cg16733309,0.05
cg16733400,0.88
cg16733419,0.88
cg16733643,0.73
cg16733654,0.02
cg16733670,0.93
cg16733695,0.94
cg16733705,0.14
cg16733714,0.91
cg16733756,0.2
cg16733769,0.9
cg16733866,0.14
cg16734258,0.9
cg16734281,0.1
cg16734433,0.9
cg16734451,0.93
cg16734497,0.02
cg16734734,0.86
cg16734795,0.49
cg16734845,0.9
cg16734875,0.82
cg16734981,0.13
cg16735021,0.01
cg16735190,0.86
cg16735290,0.69
cg16735384,0.85
cg16735495,0.61
cg16735509,0.32
cg16735646,0.84
cg16735781,0.94
cg16735821,0.02
cg16735875,0.91
cg16735881,0.17
cg16735938,0.91
cg16735986,0.11
cg16736018,0.23
cg16736054,0.93
cg16736080,0.78
cg16736259,0.76
cg16736279,0.89
cg16736439,0.94
cg16736630,0.48
cg16736685,0.95
cg16736826,0.46
cg16736954,0.04
cg16736964,0.8
cg16736989,0.91
cg16737018,0.92
cg16737213,0.07
cg16737267,0.94
cg16737416,0.83
cg16737517,0.55
cg16737567,0.01
cg16737670,0.12
cg16737714,0.02
cg16737749,0.71
cg16737773,0.01
cg16737991,0.96
cg16738060,0.95
cg16738180,0.62
cg16738336,0.08
cg16738453,0.93
cg16738646,0.38
cg16738652,0.08
cg16738827,0.94
cg16738846,0.07
cg16738915,0.01
cg16738940,0.94
cg16738984,0.82
cg16739118,0.02
cg16739178,0.65
cg16739194,0.92
cg16739342,0.92
cg16739396,0.02
cg16739441,0.23
cg16739463,0.86
cg16739503,0.99
cg16739530,0.84
cg16739544,0.59
cg16739580,0.85
cg16739686,0.55
cg16739796,0.1
cg16739845,0.01
cg16739895,0.03
cg16739976,0.92
cg16740057,0.06
cg16740067,0.97
cg16740092,0.96
cg16740157,0.97
cg16740166,0.1
cg16740167,0.01
cg16740364,0.93
cg16740427,0.59
cg16740476,0.09
cg16740505,0.99
cg16740543,0.08
cg16740640,0.98
cg16740785,0.96
cg16740802,0.08
cg16740893,0.89
cg16741041,0.02
cg16741128,0.88
cg16741291,0.01
cg16741308,0.01
cg16741573,0.21
cg16741602,0.91
cg16741709,0.1
cg16741710,0.13
cg16742028,0.07
cg16742090,0.93
cg16742481,0.5
cg16742608,0.96
cg16742664,0.03
cg16742703,0.82
cg16742756,0.1
cg16742763,0.03
cg16742873,0.41
cg16742874,0.3
cg16742925,0.02
cg16742983,0.95
cg16742990,0.1
cg16743005,0.11
cg16743070,0.01
cg16743273,0.78
cg16743289,0.56
cg16743640,0.87
cg16743754,0.53
cg16743785,0.06
cg16743811,0.01
cg16743903,0.98
cg16744186,0.75
cg16744314,0.42
cg16744438,0.2
cg16744531,0.13
cg16744741,0.49
cg16744856,0.9
cg16744911,0.84
cg16744961,0.17
cg16744973,0.29
cg16744996,0.2
cg16745033,0.53
cg16745091,0.97
cg16745446,0.31
cg16745596,0.39
cg16745604,0.33
cg16745616,0.15
cg16745793,0.88
cg16745829,0.05
cg16745930,0.86
cg16745967,0.11
cg16746221,0.81
cg16746355,0.61
cg16746362,0.88
cg16746369,0.84
cg16746462,0.04
cg16746471,0.16
cg16746589,0.38
cg16746620,0.96
cg16746631,0.06
cg16746737,0.06
cg16746770,0.84
cg16746901,0.95
cg16746938,0.12
cg16747109,0.19
cg16747164,0.95
cg16747173,0.05
cg16747247,0.01
cg16747564,0.2
cg16747567,0.07
cg16747714,0.05
cg16747717,0.86
cg16747861,0.97
cg16747928,0.69
cg16747999,0.05
cg16748008,0.97
cg16748088,0.39
cg16748269,0.8
cg16748524,0.9
cg16748694,0.92
cg16748816,0.88
cg16749093,0.89
cg16749186,0.89
cg16749235,0.02
cg16749243,0.92
cg16749247,0.13
cg16749355,0.95
cg16749456,0.83
cg16749578,0.3
cg16749629,0.65
cg16749785,0.95
cg16749930,0.1
cg16750157,0.08
cg16750275,0.97
cg16750440,0.02
cg16750777,0.76
cg16750801,0.23
cg16750914,0.07
cg16750953,0.95
cg16751098,0.09
cg16751203,0.94
cg16751329,0.93
cg16751357,0.32
cg16751451,0.56
cg16751493,0.91
cg16751623,0.1
cg16751659,0.96
cg16751754,0.94
cg16751764,0.15
cg16751778,0.87
cg16751781,0.16
cg16751938,0.1
cg16752029,0.1
cg16752389,0.92
cg16752400,0.54
cg16752583,0.86
cg16752592,0.95
cg16752652,0.26
cg16752864,0.01
cg16752876,0.47
cg16752925,0.99
cg16753122,0.53
cg16753134,0.92
cg16753167,0.98
cg16753336,0.09
cg16753400,0.9
cg16753409,0.01
cg16753846,0.92
cg16754015,0.87
cg16754082,0.92
cg16754145,0.84
cg16754346,0.91
cg16754364,0.02
cg16754378,0.02
cg16754455,0.96
cg16754467,0.04
cg16754522,0.96
cg16754613,0.61
cg16754678,0.04
cg16754788,0.94
cg16754857,0.93
cg16755067,0.56
cg16755114,0.8
cg16755214,0.61
cg16755220,0.08
cg16755251,0.98
cg16755348,0.63
cg16755393,0.03
cg16755475,0.99
cg16755542,0.08
cg16755598,0.05
cg16755630,0.09
cg16755833,0.91
cg16756058,0.09
cg16756419,0.15
cg16756442,0.93
cg16756508,0.89
cg16756527,0.61
cg16756589,0.93
cg16756620,0.06
cg16756631,0.07
cg16756662,0.92
cg16756674,0.77
cg16756757,0.85
cg16756854,0.98
cg16756949,0.92
cg16756998,0.12
cg16757281,0.04
cg16757332,0.94
cg16757384,0.53
cg16757423,0.03
cg16757605,0.99
cg16757658,0.11
cg16757724,0.83
cg16757886,0.01
cg16757984,0.88
cg16757990,0.83
cg16758037,0.11
cg16758041,0.05
cg16758272,0.91
cg16758317,0.66
cg16758598,0.89
cg16758764,0.91
cg16758800,0.33
cg16758809,0.92
cg16758813,0.11
cg16758887,0.14
cg16758970,0.13
cg16759100,0.92
cg16759218,0.91
cg16759221,0.89
cg16759443,0.75
cg16759579,0.1
cg16759745,0.93
cg16759783,0.72
cg16759787,0.79
cg16759888,0.02
cg16759895,0.01
cg16759932,0.86
cg16759952,0.86
cg16759954,0.95
cg16760049,0.74
cg16760130,0.95
cg16760168,0.8
cg16760172,0.92
cg16760246,0.92
cg16760382,0.95
cg16760485,0.78
cg16760490,0.08
cg16760587,0.48
cg16760971,0.93
cg16760981,0.76
cg16761035,0.12
cg16761041,0.1
cg16761096,0.79
cg16761131,0.02
cg16761276,0.46
cg16761390,0.08
cg16761534,0.93
cg16761549,0.01
cg16761550,0.2
cg16761581,0.07
cg16761752,0.02
cg16761754,0.48
cg16762072,0.02
cg16762077,0.09
cg16762085,0.94
cg16762195,0.07
cg16762300,0.96
cg16762308,0.77
cg16762408,0.88
cg16762581,0.06
cg16762684,0.09
cg16762778,0.01
cg16762784,0.95
cg16762841,0.21
cg16762843,0.84
cg16762849,0.67
cg16762979,0.92
cg16763192,0.01
cg16763316,0.9
cg16763374,0.11
cg16763401,0.95
cg16763443,0.47
cg16763574,0.96
cg16763654,0.06
cg16763728,0.93
cg16763885,0.12
cg16764115,0.01
cg16764147,0.8
cg16764167,0.91
cg16764236,0.86
cg16764274,0.21
cg16764362,0.73
cg16764408,0.15
cg16764450,0.89
cg16764564,0.88
cg16764580,0.01
cg16764778,0.37
cg16764781,0.66
cg16764807,0.06
cg16764848,0.75
cg16764889,0.94
cg16765006,0.11
cg16765068,0.94
cg16765088,0.54
cg16765160,0.05
cg16765268,0.98
cg16765393,0.91
cg16765487,0.93
cg16765600,0.98
cg16765663,0.08
cg16765706,0.93
cg16765873,0.01
cg16765886,0.93
cg16765897,0.06
cg16766036,0.95
cg16766249,0.15
cg16766325,0.26
cg16766382,0.69
cg16766613,0.91
cg16766632,0.87
cg16766640,0.93
cg16766889,0.02
cg16766966,0.9
cg16767040,0.95
cg16767170,0.94
cg16767221,0.92
cg16767506,0.61
cg16767590,0.95
cg16767622,0.93
cg16767737,0.95
cg16767801,0.02
cg16767867,0.94
cg16767870,0.94
cg16767880,0.76
cg16767886,0.91
cg16767915,0.69
cg16767949,0.05
cg16767964,0.96
cg16767968,0.07
cg16768018,0.12
cg16768191,0.74
cg16768261,0.02
cg16768320,0.95
cg16768376,0.91
cg16768441,0.03
cg16768447,0.9
cg16768697,0.95
cg16768850,0.71
cg16768868,0.1
cg16768937,0.74
cg16769152,0.36
cg16769376,0.05
cg16769381,0.94
cg16769442,0.09
cg16769489,0.93
cg16769507,0.05
cg16769623,0.41
cg16769649,0.89
cg16769791,0.84
cg16769976,0.98
cg16769982,0.92
cg16770054,0.88
cg16770400,0.88
cg16770546,0.95
cg16770549,0.58
cg16770697,0.96
cg16770712,0.01
cg16770774,0.95
cg16770798,0.01
cg16770799,0.06
cg16770832,0.65
cg16770933,0.01
cg16771104,0.64
cg16771406,0.1
cg16771467,1.0
cg16771474,0.98
cg16771596,0.08
cg16771716,0.1
cg16771771,0.83
cg16771783,0.1
cg16772031,0.91
cg16772035,0.06
cg16772039,0.92
cg16772207,0.94
cg16772514,0.48
cg16772717,0.92
cg16772998,0.84
cg16773028,0.87
cg16773043,0.98
cg16773067,0.53
cg16773115,0.95
cg16773127,0.08
cg16773162,0.97
cg16773294,0.1
cg16773355,0.97
cg16773741,0.91
cg16773799,0.2
cg16773800,0.93
cg16773873,0.83
cg16773881,0.06
cg16773899,0.11
cg16774084,0.78
cg16774105,0.95
cg16774290,0.93
cg16774354,0.07
cg16774355,0.95
cg16774375,0.81
cg16774421,0.95
cg16774479,0.91
cg16774528,0.9
cg16774604,0.03
cg16774755,0.82
cg16774942,0.03
cg16775167,0.16
cg16775224,0.07
cg16775289,0.01
cg16775460,0.88
cg16775598,0.79
cg16775678,0.08
cg16775746,0.04
cg16775856,0.94
cg16775939,0.96
cg16775971,0.1
cg16776006,0.02
cg16776035,0.54
cg16776065,0.32
cg16776231,0.04
cg16776372,0.11
cg16776421,0.87
cg16776524,0.96
cg16776574,0.09
cg16776981,0.48
cg16777028,0.09
cg16777057,0.09
cg16777510,0.16
cg16777618,0.45
cg16777620,0.03
cg16777782,0.92
cg16777839,0.07
cg16777896,0.41
cg16778107,0.48
cg16778148,0.89
cg16778156,0.22
cg16778211,0.86
cg16778274,0.47
cg16778289,0.01
cg16778319,0.06
cg16778405,0.96
cg16778527,0.02
cg16778734,0.84
cg16778769,0.1
cg16778809,0.15
cg16778811,0.88
cg16778903,0.09
cg16779049,0.94
cg16779347,0.88
cg16779463,0.04
cg16779498,0.42
cg16779580,0.94
cg16779811,0.7
cg16779839,0.13
cg16779866,0.98
cg16779976,0.9
cg16780015,0.85
cg16780078,0.42
cg16780562,0.72
cg16780568,0.04
cg16780603,0.85
cg16780688,0.65
cg16780771,0.89
cg16780847,0.94
cg16780860,0.89
cg16780890,0.01
cg16781205,0.03
cg16781287,0.7
cg16781340,0.96
cg16781484,0.93
cg16781502,0.87
cg16781647,0.06
cg16781715,0.96
cg16781753,0.87
cg16781880,0.89
cg16781992,0.17
cg16782184,0.91
cg16782236,0.94
cg16782339,0.96
cg16782396,0.85
cg16782493,0.95
cg16782524,0.23
cg16782719,0.84
cg16782935,0.1
cg16783186,0.49
cg16783204,0.22
cg16783279,0.09
cg16783349,0.96
cg16783412,0.99
cg16783478,0.97
cg16783517,0.98
cg16783571,0.86
cg16783572,0.78
cg16783744,0.12
cg16783764,0.79
cg16783819,0.02
cg16784006,0.96
cg16784092,0.11
cg16784205,0.11
cg16784234,0.86
cg16784468,0.92
cg16784555,0.11
cg16784714,0.91
cg16784745,0.95
cg16784943,0.99
cg16784970,0.93
cg16784985,0.75
cg16785050,0.05
cg16785077,0.87
cg16785291,0.93
cg16785344,0.2
cg16785690,0.08
cg16785698,0.11
cg16785840,0.94
cg16785912,0.15
cg16785938,0.46
cg16786007,0.1
cg16786028,0.06
cg16786102,0.33
cg16786136,0.94
cg16786144,0.9
cg16786178,0.43
cg16786200,0.93
cg16786274,0.83
cg16786297,0.93
cg16786304,0.12
cg16786315,0.06
cg16786458,0.52
cg16786481,0.65
cg16786581,0.79
cg16786640,0.92
cg16786661,0.08
cg16786703,0.12
cg16786712,0.04
cg16786756,0.78
cg16786808,0.53
cg16786868,0.02
cg16786949,0.97
cg16787025,0.03
cg16787065,0.15
cg16787199,0.89
cg16787284,0.01
cg16787307,0.94
cg16787352,0.86
cg16787431,0.95
cg16787483,0.75
cg16787600,0.1
cg16787624,0.15
cg16788014,0.6
cg16788050,0.22
cg16788099,0.04
cg16788137,0.05
cg16788234,0.1
cg16788250,0.13
cg16788286,0.03
cg16788322,0.07
cg16788538,0.04
cg16788797,0.95
cg16788857,0.49
cg16788942,0.69
cg16788962,0.89
cg16789084,0.06
cg16789104,0.02
cg16789129,0.9
cg16789230,0.4
cg16789592,0.02
cg16789680,0.16
cg16789707,0.1
cg16789849,0.88
cg16789934,0.01
cg16789995,0.91
cg16790239,0.07
cg16790291,0.29
cg16790345,0.96
cg16790374,0.72
cg16790390,0.91
cg16790416,0.22
cg16790610,0.06
cg16790682,0.1
cg16790827,0.9
cg16790844,0.9
cg16790847,0.45
cg16790849,0.89
cg16790890,0.01
cg16791016,0.86
cg16791143,0.94
cg16791173,0.83
cg16791186,0.04
cg16791210,0.45
cg16791216,0.01
cg16791218,0.98
cg16791508,0.92
cg16791528,0.93
cg16791539,0.05
cg16791619,0.14
cg16791721,0.01
cg16791797,0.88
cg16792002,0.93
cg16792014,0.94
cg16792062,0.94
cg16792144,0.8
cg16792160,0.85
cg16792183,0.99
cg16792202,0.01
cg16792230,0.9
cg16792312,0.88
cg16792548,0.88
cg16792560,0.95
cg16792604,0.01
cg16792613,0.37
cg16792632,0.07
cg16792800,0.17
cg16792842,0.16
cg16792888,0.93
cg16792948,0.01
cg16792969,0.93
cg16793043,0.01
cg16793061,0.07
cg16793129,0.02
cg16793150,0.09
cg16793187,0.14
cg16793199,0.95
cg16793249,0.97
cg16793274,0.92
cg16793394,0.13
cg16793525,0.83
cg16793607,0.94
cg16793730,0.04
cg16793755,0.9
cg16793781,0.1
cg16794017,0.15
cg16794070,0.17
cg16794345,0.01
cg16794406,0.02
cg16794471,0.82
cg16794506,0.03
cg16794576,0.02
cg16794579,0.61
cg16794596,0.01
cg16794633,0.1
cg16794682,0.91
cg16794749,0.97
cg16794882,0.91
cg16794961,0.83
cg16795066,0.9
cg16795184,0.59
cg16795280,0.76
cg16795290,0.01
cg16795352,0.97
cg16795450,0.11
cg16795455,0.97
cg16795535,0.93
cg16795804,0.24
cg16795821,0.02
cg16795830,0.06
cg16796127,0.93
cg16796135,0.95
cg16796151,0.99
cg16796161,0.89
cg16796164,0.94
cg16796272,0.87
cg16796354,0.94
cg16796458,0.93
cg16796590,0.03
cg16796848,0.93
cg16796899,0.94
cg16796959,0.53
cg16797009,0.78
cg16797020,0.07
cg16797244,0.03
cg16797277,0.14
cg16797300,0.12
cg16797514,0.96
cg16797691,0.06
cg16797699,0.58
cg16797714,0.04
cg16797751,0.82
cg16797777,0.15
cg16797790,0.58
cg16797808,0.14
cg16797831,0.22
cg16797901,0.88
cg16797972,0.35
cg16797983,0.03
cg16798252,0.17
cg16798537,0.37
cg16798617,0.94
cg16798694,0.99
cg16798825,0.97
cg16799111,0.22
cg16799191,0.74
cg16799334,0.35
cg16799583,0.06
cg16799737,0.89
cg16799805,0.91
cg16799831,0.44
cg16799926,0.93
cg16799961,0.06
cg16799965,0.01
cg16799998,0.01
cg16800028,0.02
cg16800111,0.12
cg16800162,0.87
cg16800165,0.13
cg16800228,0.87
cg16800461,0.08
cg16800623,0.88
cg16800785,0.96
cg16800851,0.12
cg16800939,0.62
cg16800975,0.12
cg16801093,0.04
cg16801102,0.83
cg16801374,0.07
cg16801540,0.05
cg16801613,0.91
cg16801720,0.1
cg16801797,0.43
cg16801887,0.01
cg16801954,0.77
cg16802027,0.08
cg16802151,0.02
cg16802152,0.02
cg16802159,0.92
cg16802439,0.48
cg16802508,0.3
cg16802592,0.14
cg16802646,0.03
cg16802855,0.9
cg16802892,0.06
cg16802990,0.01
cg16803064,0.88
cg16803122,0.06
cg16803141,0.01
cg16803509,0.82
cg16803520,0.18
cg16803522,0.01
cg16803548,0.61
cg16803678,0.92
cg16803707,0.09
cg16803737,0.81
cg16803791,0.12
cg16803817,0.09
cg16803837,0.88
cg16803846,0.12
cg16803967,0.89
cg16804020,0.01
cg16804165,0.76
cg16804284,0.16
cg16804825,0.93
cg16804848,0.09
cg16804882,0.92
cg16804892,0.85
cg16804899,0.01
cg16804948,0.91
cg16805068,0.88
cg16805171,0.01
cg16805189,0.92
cg16805215,0.46
cg16805360,0.44
cg16805553,0.58
cg16805626,0.91
cg16805816,0.02
cg16805884,0.81
cg16805944,0.09
cg16806041,0.56
cg16806077,0.93
cg16806210,0.75
cg16806245,0.8
cg16806347,0.03
cg16807061,0.2
cg16807089,0.09
cg16807097,0.02
cg16807101,0.94
cg16807241,0.11
cg16807297,0.73
cg16807577,0.05
cg16807643,0.06
cg16807679,0.91
cg16807687,0.73
cg16807911,0.28
cg16807961,0.06
cg16807989,0.95
cg16808036,0.95
cg16808156,0.14
cg16808310,0.03
cg16808373,0.33
cg16808444,0.93
cg16808455,0.13
cg16808587,0.43
cg16808910,0.07
cg16808922,0.44
cg16809040,0.8
cg16809280,0.87
cg16809293,0.97
cg16809304,0.9
cg16809457,0.65
cg16809460,0.11
cg16809526,0.08
cg16809542,0.93
cg16809762,0.41
cg16809914,0.89
cg16810054,0.1
cg16810068,0.88
cg16810272,0.88
cg16810279,0.05
cg16810293,0.18
cg16810343,0.42
cg16810487,0.11
cg16810522,0.88
cg16810559,0.79
cg16810605,0.07
cg16810626,0.43
cg16811108,0.1
cg16811230,0.05
cg16811443,0.98
cg16811455,0.84
cg16811621,0.94
cg16811650,0.93
cg16811695,0.11
cg16811771,0.58
cg16811851,0.97
cg16811875,0.91
cg16811988,0.96
cg16812352,0.91
cg16812519,0.33
cg16812606,0.87
cg16812621,0.81
cg16812626,0.91
cg16812730,0.97
cg16812753,0.1
cg16812893,0.8
cg16813053,0.01
cg16813187,0.83
cg16813466,0.89
cg16813507,0.97
cg16813552,0.9
cg16813662,0.59
cg16813767,0.02
cg16813864,0.87
cg16813892,0.02
cg16814023,0.84
cg16814143,0.93
cg16814399,0.09
cg16814416,0.9
cg16814653,0.93
cg16814680,0.93
cg16814688,0.86
cg16814719,0.91
cg16814786,0.39
cg16814861,0.88
cg16814895,0.03
cg16814978,0.79
cg16815157,0.82
cg16815330,0.94
cg16815379,0.01
cg16815825,0.07
cg16815829,0.88
cg16815850,0.95
cg16815882,0.4
cg16816226,0.08
cg16816602,0.94
cg16816603,0.23
cg16816623,0.9
cg16816874,0.73
cg16817034,0.06
cg16817134,0.09
cg16817180,0.59
cg16817229,0.01
cg16817237,0.58
cg16817348,0.93
cg16817426,0.82
cg16817668,0.94
cg16817826,0.03
cg16817891,0.08
cg16817992,0.28
cg16818145,0.91
cg16818361,0.91
cg16818395,0.18
cg16818414,0.01
cg16818443,0.01
cg16818627,0.96
cg16818712,0.92
cg16818725,0.46
cg16818740,0.06
cg16818768,0.04
cg16818909,0.01
cg16818931,0.03
cg16818993,0.14
cg16819028,0.87
cg16819051,0.74
cg16819272,0.96
cg16819299,0.87
cg16819369,0.17
cg16819604,0.02
cg16819743,0.96
cg16819768,0.95
cg16819803,0.28
cg16819888,0.93
cg16820186,0.06
cg16820411,0.94
cg16820615,0.57
cg16820739,0.09
cg16820973,0.93
cg16821068,0.13
cg16821175,0.9
cg16821252,0.99
cg16821385,0.95
cg16821394,0.01
cg16821446,0.16
cg16821558,0.79
cg16821694,0.06
cg16821755,0.07
cg16821867,0.94
cg16821992,0.15
cg16822035,0.35
cg16822095,0.82
cg16822174,0.44
cg16822189,0.02
cg16822191,0.93
cg16822216,0.01
cg16822365,0.88
cg16822606,0.05
cg16822666,0.87
cg16822777,0.95
cg16822855,0.78
cg16822939,0.09
cg16823009,0.98
cg16823064,0.96
cg16823083,0.15
cg16823105,0.09
cg16823277,0.8
cg16823292,0.9
cg16823406,0.01
cg16823430,0.9
cg16823466,0.98
cg16823535,0.12
cg16823610,0.94
cg16823737,0.11
cg16823822,0.01
cg16823958,0.61
cg16824113,0.68
cg16824126,0.58
cg16824282,0.47
cg16824294,0.93
cg16824301,0.13
cg16824319,0.7
cg16824377,0.05
cg16824477,0.62
cg16824584,0.16
cg16824643,0.7
cg16824731,0.08
cg16824740,0.94
cg16824901,0.92
cg16825000,0.79
cg16825060,0.27
cg16825062,0.85
cg16825133,0.46
cg16825173,0.07
cg16825211,0.99
cg16825288,0.07
cg16825290,0.07
cg16825319,0.1
cg16825545,0.93
cg16825643,0.86
cg16826064,0.9
cg16826218,0.92
cg16826286,0.8
cg16826504,0.94
cg16826718,0.18
cg16826753,0.08
cg16826777,0.51
cg16826795,0.07
cg16826874,0.01
cg16826947,0.09
cg16827057,0.02
cg16827289,0.01
cg16827459,0.09
cg16827475,0.08
cg16827534,0.94
cg16828491,0.56
cg16828576,0.81
cg16828585,0.99
cg16828648,0.04
cg16829042,0.87
cg16829154,0.1
cg16829244,0.88
cg16829450,0.06
cg16829462,0.07
cg16829674,0.88
cg16829809,0.03
cg16829924,0.93
cg16830075,0.97
cg16830078,0.09
cg16830379,0.86
cg16830504,0.95
cg16830861,0.06
cg16830930,0.46
cg16830966,0.01
cg16831055,0.08
cg16831085,0.02
cg16831105,0.94
cg16831185,0.15
cg16831331,0.82
cg16831361,0.85
cg16831461,0.07
cg16831573,0.23
cg16831623,0.14
cg16831889,0.94
cg16831894,0.93
cg16832267,0.04
cg16832295,0.66
cg16832407,0.35
cg16832648,0.38
cg16832801,0.9
cg16832868,0.97
cg16832958,0.13
cg16832975,0.99
cg16833110,0.94
cg16833167,0.09
cg16833230,0.06
cg16833233,0.96
cg16833264,0.05
cg16833340,0.93
cg16833444,0.88
cg16833452,0.1
cg16833518,0.84
cg16833566,0.93
cg16833797,0.74
cg16834011,0.85
cg16834187,0.96
cg16834320,0.88
cg16834431,0.06
cg16834496,0.01
cg16834537,0.06
cg16834708,0.01
cg16834726,0.52
cg16835233,0.22
cg16835415,0.07
cg16835502,0.08
cg16835618,0.08
cg16836028,0.95
cg16836059,0.93
cg16836224,0.92
cg16836250,0.67
cg16836355,0.13
cg16836388,0.92
cg16836853,0.88
cg16837326,0.06
cg16837338,0.09
cg16837441,0.09
cg16837525,0.01
cg16837557,0.69
cg16837769,0.04
cg16837898,0.31
cg16837973,0.39
cg16838001,0.15
cg16838358,0.83
cg16838749,0.86
cg16838838,0.03
cg16838967,0.8
cg16838980,0.98
cg16839083,0.14
cg16839093,0.07
cg16839413,0.87
cg16839815,0.88
cg16839921,0.8
cg16840358,0.28
cg16840364,0.93
cg16840523,0.11
cg16840547,0.59
cg16840616,0.99
cg16840745,0.36
cg16840978,0.85
cg16841133,0.98
cg16841147,0.03
cg16841327,0.04
cg16841674,0.87
cg16841708,0.06
cg16841761,0.98
cg16841955,0.95
cg16842017,0.88
cg16842053,0.02
cg16842060,0.02
cg16842214,0.49
cg16842423,0.1
cg16842483,0.93
cg16842485,0.01
cg16842643,0.17
cg16842717,0.85
cg16842767,0.04
cg16843056,0.9
cg16843243,0.95
cg16843689,0.01
cg16843718,0.48
cg16843797,0.84
cg16844053,0.48
cg16844055,0.01
cg16844292,0.86
cg16844333,0.58
cg16844403,0.03
cg16844425,0.95
cg16844539,0.93
cg16844661,0.76
cg16844704,0.95
cg16844818,0.9
cg16844872,0.94
cg16844875,0.16
cg16844941,0.1
cg16844989,0.08
cg16845126,0.73
cg16845172,0.89
cg16845257,0.91
cg16845265,0.63
cg16845293,0.88
cg16845363,0.91
cg16845483,0.83
cg16845548,0.85
cg16845623,0.56
cg16845679,0.85
cg16845701,0.92
cg16845880,0.9
cg16846069,0.48
cg16846503,0.92
cg16846514,0.89
cg16846518,0.52
cg16846532,0.87
cg16846645,0.16
cg16846653,0.1
cg16846765,0.82
cg16847041,0.02
cg16847051,0.23
cg16847315,0.21
cg16847396,0.53
cg16847428,0.6
cg16847637,0.95
cg16847645,0.18
cg16847656,0.92
cg16847695,0.1
cg16847696,0.02
cg16847760,0.45
cg16847800,0.9
cg16848054,0.01
cg16848072,0.9
cg16848116,0.09
cg16848490,0.04
cg16848524,0.09
cg16848624,0.04
cg16848708,0.96
cg16848712,0.12
cg16848717,0.61
cg16848821,0.97
cg16848873,0.72
cg16848929,0.95
cg16848937,0.91
cg16848984,0.09
cg16849024,0.28
cg16849041,0.01
cg16849268,0.06
cg16849562,0.95
cg16849609,0.14
cg16850150,0.74
cg16850173,0.03
cg16850254,0.14
cg16850419,0.08
cg16850444,0.94
cg16850458,0.01
cg16850511,0.02
cg16850518,0.93
cg16850623,0.99
cg16850687,0.12
cg16850690,0.42
cg16850897,0.26
cg16850917,0.99
cg16850945,0.87
cg16851046,0.92
cg16851155,0.92
cg16851359,0.95
cg16851385,0.9
cg16851402,0.89
cg16851417,0.14
cg16851423,0.95
cg16851425,0.14
cg16851482,0.97
cg16851584,0.78
cg16851758,0.97
cg16851832,0.01
cg16851924,0.01
cg16851989,0.57
cg16852038,0.87
cg16852357,0.91
cg16852440,0.45
cg16852483,0.74
cg16852588,0.14
cg16852685,0.01
cg16852704,0.21
cg16852756,0.89
cg16852767,0.1
cg16852837,0.01
cg16852892,0.03
cg16853034,0.01
cg16853102,0.95
cg16853564,0.92
cg16853660,0.96
cg16853712,0.83
cg16853842,0.08
cg16853860,0.64
cg16853953,0.16
cg16853982,0.51
cg16854013,0.91
cg16854049,0.97
cg16854052,0.08
cg16854281,0.73
cg16854312,0.92
cg16854466,0.9
cg16854524,0.14
cg16854533,0.87
cg16854606,0.65
cg16854630,0.9
cg16854826,0.67
cg16854876,0.69
cg16854917,0.04
cg16855355,0.55
cg16855401,0.12
cg16855440,0.96
cg16855458,0.94
cg16855633,0.89
cg16855845,0.19
cg16855929,0.92
cg16855976,0.93
cg16856049,0.25
cg16856213,0.99
cg16856286,0.05
cg16856722,0.95
cg16856833,0.12
cg16856874,0.12
cg16856981,0.01
cg16857015,0.02
cg16857104,0.86
cg16857113,0.78
cg16857134,0.77
cg16857181,0.11
cg16857192,0.26
cg16857335,0.03
cg16857356,0.08
cg16857548,0.64
cg16857610,0.01
cg16857641,0.98
cg16857771,0.91
cg16857858,0.02
cg16858125,0.7
cg16858146,0.91
cg16858211,0.56
cg16858253,0.9
cg16858472,0.87
cg16858587,0.91
cg16858615,0.09
cg16858898,0.16
cg16859001,0.01
cg16859127,0.91
cg16859165,0.93
cg16859555,0.11
cg16859636,0.96
cg16859906,0.09
cg16859924,0.01
cg16860267,0.01
cg16860439,0.03
cg16860587,0.07
cg16860686,0.33
cg16860694,0.02
cg16860712,0.91
cg16860821,0.91
cg16860848,0.01
cg16860991,0.06
cg16861017,0.94
cg16861031,0.3
cg16861047,0.11
cg16861209,0.84
cg16861241,0.57
cg16861318,0.05
cg16861410,0.06
cg16861508,0.07
cg16861964,0.31
cg16862063,0.11
cg16862102,0.88
cg16862260,0.93
